	QUESTION	Q_UNDERGOER	Q_ENABLER	Q_TRIGGER	Q_RESULT	Q_UNDERSPECIFIED	ANSWER_CHOICE	ANSWER_SENTENCE	A_UNDERGOER	A_ENABLER	A_TRIGGER	A_RESULT	A_UNDERSPECIFIED	UNDERGOER_SCORE	ENABLER_SCORE	TRIGGER_SCORE	RESULT_SCORE	UNDERSPECIFIED_SCORE	CORRECT_ANSWER	PREDICTED_ANSWER	PREDICTION
3086	The process that forms reproductive cells is called? 	cells	None	process	None	None	mitosis	There are areas of the plant that are capable of growth from mitosis (also known as meristems).	areas of the plant	None	mitosis	growth	None	7.51516610681e-05		1.0			meiosis	mitosis	False
3087	The process that forms reproductive cells is called? 	cells	None	process	None	None	mitosis	Vegetative growth continues through cell division (mitosis) and expansion in the epicotyl or growing point of the young plant.		None	mitosis	Vegetative growth	None	0.0		1.0			meiosis	mitosis	False
3088	The process that forms reproductive cells is called? 	cells	None	process	None	None	mitosis	All three life cycles (animal, plants/algae and fungi) have these three key features: fertilization, undergoes mitosis and meiosis.	animal , plants/algae and fungi	None	life cycles	None	None	0.0		1.0			meiosis	mitosis	False
3089	The process that forms reproductive cells is called? 	cells	None	process	None	None	meiosis	All three life cycles (animal, plants/algae and fungi) have these three key features: fertilization, undergoes mitosis and meiosis.	animal , plants/algae and fungi	None	life cycles	None	None	0.0		1.0			meiosis	mitosis	False
3090	The process that forms reproductive cells is called? 	cells	None	process	None	None	meiosis	Much like pollen, the ovules are produced through meiosis and they contain half of the plant's genetic code.		None	meiosis	pollen ovules	None	0.0		0.25			meiosis	mitosis	False
3091	The process that forms reproductive cells is called? 	cells	None	process	None	None	meiosis	During the process of meiosis diploid cells produce haploid cells.	diploid cells	None	meiosis	haploid cells	None	1.0		0.25			meiosis	mitosis	False
3092	The process that forms reproductive cells is called? 	cells	None	process	None	None	meiosis	Just one egg is produced from the four haploid cells that result from meiosis.	four haploid cells	None	meiosis	Just one egg	None	1.0		0.25			meiosis	mitosis	False
3093	The process that forms reproductive cells is called? 	cells	None	process	None	None	meiosis	process of reductional division in which the number of chromosomes per cell is cut in half.		None	reductional division	number of chromosomes per cell is cut	None	0.0		0.000771604938272			meiosis	mitosis	False
3094	fireworks exploding 	fireworks	None	exploding	None	None	physical change	A change in the physical state of a molecule, object, wave or system.	molecule object wave system	None	change	None	None	0.0		0.521604938272			chemical change	physical change	False
3095	fireworks exploding 	fireworks	None	exploding	None	None	physical change	A physical change involves a change in physical properties		None	physical change	change in physical properties	None	0.0		0.24544682927499997			chemical change	physical change	False
3096	fireworks exploding 	fireworks	None	exploding	None	None	physical change	Physical changes occur when objects or substances undergo a change that does not change their chemical composition	objects substances	None	physical changes	None	None	0.531808265908		0.24544682927499997			chemical change	physical change	False
3097	fireworks exploding 	fireworks	None	exploding	None	None	physical change	Physical changes are used to separate mixtures into their component compounds, but can not usually be used to separate compounds into chemical elements or simpler compounds.		None	physical changes	separate mixtures	None	0.0		0.24544682927499997			chemical change	physical change	False
3098	fireworks exploding 	fireworks	None	exploding	None	None	physical change	Physical changes are changes affecting the form of a chemical substance, but not its chemical composition.	chemical substance	None	physical changes	None	None	1.0		0.24544682927499997			chemical change	physical change	False
3099	fireworks exploding 	fireworks	None	exploding	None	None	chemical change	A change at the molecular, atomic or subcellular level in an organism.	organism	None	change	None	None	0.0		0.521604938272			chemical change	physical change	False
3100	fireworks exploding 	fireworks	None	exploding	None	None	chemical change	A chemical reaction is a process in which one or more substances are converted into other substances.	one or more substances	None	converted	other substances	None	0.350341726131		0.0			chemical change	physical change	False
3101	fireworks exploding 	fireworks	None	exploding	None	None	chemical change	Chemical changes occur when a substance combines with another to form a new substance, called synthesis or, alternatively, decomposes into two or more different substances	substance	None	combines | synthesis | decomposes	new substance two or more different substances	None	1.0		0.0			chemical change	physical change	False
3102	fireworks exploding 	fireworks	None	exploding	None	None	chemical change	Chemical reactions are usually characterized by a chemical change, and they yield one or more products, which usually have properties different from the reactants		None	chemical reactions | chemical change	None	products	0.0		0.11209699759299999			chemical change	physical change	False
3103	fireworks exploding 	fireworks	None	exploding	None	None	chemical change	Chemical reactions can be either spontaneous, requiring no input of energy, or non-spontaneous, typically following the input of some type of energy, such as heat, light or electricity		heat light electricity	chemical reactions	None	None	0.0		0.0			chemical change	physical change	False
3104	Mixtures can be separated by all of the following means except which one? 	Mixtures	None	separated	None	None	boiling	Convection is the transfer of energy through movement, such as boiling water.	water	transfer of energy through movement	boiling	None	None	0.0		0.0			boiling	filtering	False
3105	Mixtures can be separated by all of the following means except which one? 	Mixtures	None	separated	None	None	boiling	Steam is water vapor that is at temperatures above the boiling point of water.		None		None	None	0.0		0.0			boiling	filtering	False
3106	Mixtures can be separated by all of the following means except which one? 	Mixtures	None	separated	None	None	boiling	The large amounts of energy required to change the state of water apply to both melting ice and boiling water.		None		None	None	0.0		0.0			boiling	filtering	False
