QUESTION	Q_UNDERGOER	Q_ENABLER	Q_TRIGGER	Q_RESULT	Q_UNDERSPECIFIED	ANSWER_CHOICE	ANSWER_SENTENCE	A_UNDERGOER	A_ENABLER	A_TRIGGER	A_RESULT	A_UNDERSPECIFIED	UNDERGOER_SCORE	ENABLER_SCORE	TRIGGER_SCORE	RESULT_SCORE	UNDERSPECIFIED_SCORE	CORRECT_ANSWER
When plants use stored sugar for energy, they go through a process called 						perspiration	Spicy (hot to the taste) food increases perspiration which cools the body as it evaporates.	body		evaporates	food|perspiration		nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						perspiration	Antiperspirants stop the body from sweating.						nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						perspiration	Other factors in urinary system function include fluid lost through perspiring and breathing.						nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						perspiration	Perspiration is the production of a fluid consisting primarily of water as well as various dissolved solids (chiefly chlorides), that is excreted by the sweat glands in the skin of mammals						nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						photosynthesis	Plants use light energy to drive photosynthesis, and animals use light energy to see.						nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						photosynthesis	Plants get their energy from the sun via photosynthesis.						nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						photosynthesis	The sun also gives energy to plants with photosynthesis.						nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						photosynthesis	A plant does photosynthesis whenever it can.					whenever it can.	nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						photosynthesis	Plants get their energy to grow through a process called photosynthesis.						nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						respiration	Both animals and plants then release the energy from food by using the process of respiration.						nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						respiration	Water vapor is a by-product of respiration in plants and animals.						nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						respiration	Water vapor and respiration or breathing Water vapor is a by-product of respiration in plants and animals.						nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						respiration	All plants and animals on earth engage in a process called respiration.	plants|animals		engage			nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						respiration	respiration is another process which is carried out by all living organisms animals or plants.	organisms animals or plants		respiration			nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						transpiration	Most of the available water is used in transpiration to pull nutrients into the plant.						nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						transpiration	During transpiration, the plant loses water.						nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						transpiration	Water and its Movement Through the Plant Roughly 90% of the water that enters a plant is lost via transpiration.	Water|plant	Plant|water	transpiration			nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						transpiration	The main driving force of water uptake and transport into a plant is transpiration of water from leaves.	water|plant|water|leaves	force	transpiration			nan	nan	nan	nan	nan	respiration
When plants use stored sugar for energy, they go through a process called 						transpiration	Part of the water cycle that involves the loss of water from plants due to evaporation.	water|water|plants		Part	cycle|due|evaporation		nan	nan	nan	nan	nan	respiration
A liquid changing to a solid, A solid changing to a liquid, and a liquid changing into a gas are all examples of <span class="blank"> </span> 	solid|liquid		changing|changing|changing	solid|gas		boiling	Convection is the transfer of energy through movement, such as boiling water.						0	nan	0	0	nan	physical change
A liquid changing to a solid, A solid changing to a liquid, and a liquid changing into a gas are all examples of <span class="blank"> </span> 	solid|liquid		changing|changing|changing	solid|gas		boiling	Steam is water vapor that is at temperatures above the boiling point of water.						0	nan	0	0	nan	physical change
A liquid changing to a solid, A solid changing to a liquid, and a liquid changing into a gas are all examples of <span class="blank"> </span> 	solid|liquid		changing|changing|changing	solid|gas		boiling	The large amounts of energy required to change the state of water apply to both melting ice and boiling water.						0	nan	0	0	nan	physical change
A liquid changing to a solid, A solid changing to a liquid, and a liquid changing into a gas are all examples of <span class="blank"> </span> 	solid|liquid		changing|changing|changing	solid|gas		boiling	The bubbles seen when boiling water is not a chemical change.	water		bubbles			0.0691711837864	nan	0.00130208333333	0	nan	physical change
A liquid changing to a solid, A solid changing to a liquid, and a liquid changing into a gas are all examples of <span class="blank"> </span> 	solid|liquid		changing|changing|changing	solid|gas		boiling	Phase change examples are the melting of ice or the boiling of water.						0	nan	0	0	nan	physical change
A liquid changing to a solid, A solid changing to a liquid, and a liquid changing into a gas are all examples of <span class="blank"> </span> 	solid|liquid		changing|changing|changing	solid|gas		physical change	A change in the physical state of a molecule, object, wave or system.			change			0	nan	1.0	0	nan	physical change
A liquid changing to a solid, A solid changing to a liquid, and a liquid changing into a gas are all examples of <span class="blank"> </span> 	solid|liquid		changing|changing|changing	solid|gas		physical change	A physical change involves a change in physical properties						0	nan	0	0	nan	physical change
