	QUESTION	QUESTION UNDERGOER	QUESTION ENABLER	QUESTION TRIGGER	QUESTION RESULT	QUESTION UNDERSPECIFIED	ANSWER CHOICE	ANSWER SENTENCE	ANSWER UNDERGOER	ANSWER ENABLER	ANSWER TRIGGER	ANSWER RESULT	ANSWER UNDERSPECIFIED	UNDERGOER SCORE	ENABLER SCORE	TRIGGER SCORE	RESULT SCORE	UNDERSPECIFIED SCORE	CORRECT ANSWER	PREDICTED ANSWER	PREDICTION
3371	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	An example of animals that uses both aggressive and defensive camouflage is octopuses.	animals		camouflage	octopuses	aggressive | defensive	1.0		0.0	0.0		hibernation	hibernation	True
3372	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.	Animals		change	can not be easily		1.0		0.0	0.0		hibernation	hibernation	True
3373	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Camouflage is the use of any combination of materials, coloration or illumination for concealment						0.0		0.0	0.0		hibernation	hibernation	True
3374	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Camouflage is an adaptation that helps many animals avoid detection by predators or prey because it allows them to blend in to their natural environments.	animals	detection|natural	adaptation	avoid|predators|blend|their|environments		1.0		0.0	0.0		hibernation	hibernation	True
3375	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Structural adaptation that enables species to blend with their surroundings	species	their	adaptation	blend|surroundings		0.0		0.0	0.0		hibernation	hibernation	True
3376	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	A primary defense against predators throughout the animal kingdom (and against the enemy during human warfare) is to avoid detection or recognition through camouflage			camouflage			0.0		0.0	0.0		hibernation	hibernation	True
3377	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.	Animals		change	can not be easily		1.0		0.0	0.0		hibernation	hibernation	True
3378	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Something, that makes an animal, person, building etc. difficult for enemies to see.						0.0		0.0	0.0		hibernation	hibernation	True
3379	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Camouflage is a method of avoiding detection by mimicking the surrounding environment						0.0		0.0	0.0		hibernation	hibernation	True
3380	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	The leopard's camouflage makes it blend in with the forest shadows.						0.0		0.0	0.0		hibernation	hibernation	True
3381	A period when an animal goes into a long, deep sleep is called 	animal		period	deep		camouflage	Rabbits use their white fur as camouflage in the snow.	Rabbits		camouflage		snow	0.173611111111		0.0	0.0		hibernation	hibernation	True
3382	Which would cause liquid water to change to a solid? 						freezing	Liquid water changing to ice is called freezing.											freezing	freezing	True
3383	Which would cause liquid water to change to a solid? 						freezing	To pass from the liquid to the solid state by loss of heat.		solid	pass								freezing	freezing	True
3384	Which would cause liquid water to change to a solid? 						freezing	Freezing, or solidification, is a phase transition in which a liquid turns into a solid when its temperature is lowered below its freezing point.											freezing	freezing	True
3385	Which would cause liquid water to change to a solid? 						freezing	to become hardened into ice or into a solid body			become	ice|solid							freezing	freezing	True
3386	Which would cause liquid water to change to a solid? 						freezing	Salt water needs a lower temperature to freeze than pure water.											freezing	freezing	True
3387	Which would cause liquid water to change to a solid? 						freezing	Running water does not freeze as easily as water that is not moving.											freezing	freezing	True
3388	Which would cause liquid water to change to a solid? 						freezing	The water has changed from liquid water to solid ice through the process of freezing.											freezing	freezing	True
3389	Which would cause liquid water to change to a solid? 						freezing	because some rocks absorb water and when water freezes it expands.											freezing	freezing	True
