	ANSWER_CHOICE	A_DIRECTION	A_ENABLER	A_LOCATION	A_MEDIUM	A_RESULT	A_SOURCE	A_TARGET	A_THEME	A_TRIGGER	A_UNDERGOER	CORRECT_ANSWER	DIRECTION_SCORE	ENABLER_SCORE	LOCATION_SCORE	MEDIUM_SCORE	PREDICTED_ANSWER	PREDICTION	QUESTION	Q_DIRECTION	Q_ENABLER	Q_LOCATION	Q_MEDIUM	Q_RESULT	Q_SOURCE	Q_TARGET	Q_THEME	Q_TRIGGER	Q_UNDERGOER	RESULT_SCORE	SOURCE_SCORE	TARGET_SCORE	THEME_SCORE	TRIGGER_SCORE	UNDERGOER_SCORE
1503	evaporation					water vapor				evaporated	water	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	1.0				0.0	1.0
1504	evaporation					water vapor				evaporates	water	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	1.0				0.0	1.0
1505	evaporation									evaporation	water	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water					0.0	1.0
1506	condensation					liquid				phase change	gas	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.135162572564				0.439879650028	0.0
1507	condensation					liquid water				condensation	water vapor	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.428477692545				0.0	0.428477692545
1508	condensation					liquid water				condenses	water vapour	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.428477692545				0.0	0.428477692545
1509	condensation					water drops				condensed	water	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.448023323615				0.0	1.0
1510	condensation					water				condensed	water vapor	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	1.0				0.0	0.428477692545
1511	condensation					liquid water				condensed | form	water molecules	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.428477692545				0.00818594104308	0.428477692545
1512	transpiration		water							transpiration	plant	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water					0.0	0.0
1513	transpiration					loses water				transpiration	plant	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.454844088099				0.0	0.0
1514	transpiration					water that enters a plant is lost				transpiration | movement	plant	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.157332996387				0.0	0.0
1515	transpiration									transpiration | uptake	plant	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water					0.0	0.0
1516	transpiration		evaporation			loss of water				water cycle	plants	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.35566722029700004				0.0	0.0
1517	humidity		high			condensation				humidity	water	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.0				0.0	1.0
1518	humidity		bubble			keeping the water fresh				humidity	water	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.257631222817				0.0	1.0
1519	humidity									humidity	air	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water					0.0	0.0
1520	humidity									humidity	water	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water					0.0	1.0
1521	humidity									humidity		evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water					0.0	
1522	migrate									migrating	animals	hibernate					hibernate	True	To go into a deep sleep. 									deep sleep						0.0	
1523	migrate					breed | grow | find food | avoid cold weather				migrate	Animals	hibernate					hibernate	True	To go into a deep sleep. 									deep sleep						0.0	
1524	migrate					to raise their young | find the food they need | to stay warm				migrate	Animals	hibernate					hibernate	True	To go into a deep sleep. 									deep sleep						0.0	
1525	migrate		cold months | changes in the weather							moving	animals	hibernate					hibernate	True	To go into a deep sleep. 									deep sleep						0.0	
