	QUESTION	ANSWER_CHOICE	Q_UNDERGOER	A_UNDERGOER	UNDERGOER_SCORE	Q_ENABLER	A_ENABLER	ENABLER_SCORE	Q_TRIGGER	A_TRIGGER	TRIGGER_SCORE	Q_RESULT	A_RESULT	RESULT_SCORE	CORRECT_ANSWER
1414	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	animals	1.0		change in seasons		movement	move | migration	1.0				migration
1415	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	individuals	0.000720688257286				movement	long distance movement | migration	1.0				migration
1416	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	animal	1.0		locomotory exertions | active embarkation		movement	movement	1.0				migration
1417	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	people | animals	0.911038422743				movement	movement to another place	1.0				migration
1418	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	animals	1.0		avoid the change in seasons		movement	move | migration	1.0				migration
1419	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	animals | birds | fishes	0.331209798951		for feeding or breeding		movement	periodic passage	0.0195918367347		from one region to another		migration
1420	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	animals	1.0		food		movement	migrate	0.0				migration
1421	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	animals	1.0		avoid extreme heat or cold		movement	migrate	0.0				migration
1422	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	animal | bird | fish	0.331209798951		seasons		movement	move	1.0		one region or habitat to another		migration
1423	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal						movement	moving	1.0				migration
1424	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	mammals | birds | fishes | insects | animals	0.21598657577				movement	move	1.0		one place to another		migration
1425	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	animals	1.0				movement	seasonal movement	1.0		from one area to another		migration
1426	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	atom | double bond	0.0				movement	movement	1.0		from one position to another		migration
1427	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	animal	1.0				movement	movement | migration	1.0				migration
1428	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "	melting	liquid	solid	0.0		addition of heat		process | becoming	melting | changing	0.375902494539	gas	liquid	0.0	evaporation
1429	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "	melting	liquid	ice	0.651919101004				process | becoming	physical change | melting	0.827123206225	gas			evaporation
1430	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "	melting	liquid	solid	0.0		heat		process | becoming	changes	0.976754567569	gas	liquid	0.0	evaporation
1431	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "	melting	liquid	substance	0.135734072022				process | becoming	physical process | phase transition	0.0	gas	liquid	0.0	evaporation
1432	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "	melting	liquid	solid	0.0		reaches the temperature of its melting point		process | becoming	become	1.0	gas	liquid	0.0	evaporation
1433	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "	melting	liquid	solid (ice)	0.651919101004		thermal energy		process | becoming	melts	0.0	gas	liquid water	0.0	evaporation
1434	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "	melting	liquid	water vapor	0.135162572564				process | becoming	melting	0.0	gas	liquid water	0.0	evaporation
1435	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "	melting	liquid	solid ice	0.651919101004				process | becoming	changes	0.976754567569	gas	liquid water	0.0	evaporation
1436	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "	melting	liquid	Ice	0.651919101004				process | becoming	melting | physical change	0.827123206225	gas	water	0.0	evaporation
1437	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "	evaporation	liquid	water	0.135162572564				process | becoming	evaporation	0.0	gas	clouds	0.0	evaporation
1438	"The process of a liquid becoming a gas is called <span class=""blank""> </span> "	evaporation	liquid	oils	0.0				process | becoming	evaporate 	0.0	gas			evaporation
